lon,lat,name,address,tel
121.442947,31.216125 , 复旦大学附属华山医院 , 乌鲁木齐中路12号
121.467369,31.232083 , 上海长征医院 , 凤阳路415号
121.517798,31.273252 , 上海交通大学医学院附属新华医院 , 控江路1665号
121.448301,31.229754 , 上海市儿童医院 , 北京西路1400弄24号
121.467595,31.211811 , 上海交通大学医学院附属瑞金医院 , 瑞金二路197号
121.453841,31.197755 , 复旦大学附属中山医院(西院区) , 枫林路180号
121.469069,31.30594 , 上海复大医院 , 场中路658号
121.471649,31.2592 , 上海市中医医院 , 芷江中路274
121.486391,31.202407 , 上海交通大学医学院附属第九人民医院南院 , 制造局路639号
121.479295,31.222759 , 上海中医药大学附属曙光医院(西院) , 普安路185号
121.422504,31.178387 , 上海市第六人民医院 , 宜山路600号
121.530055,31.310126 , 东方肝胆外科医院 , 长海路225号
121.431327,31.266763 , 同济大学附属同济医院 , 新村路389号
121.394957,31.139163 , 复旦大学附属儿科医院 , 万源路399号(近顾戴路)
121.512288,31.237604 , 上海市东方医院 , 即墨路150号
121.530881,31.191595 , 上海交通大学医学院附属第九人民医院浦东分院 , 严镇路166号(近高科西路)
121.39483,31.174778 , 上海虹桥医院 , 虹梅路2181号
121.703419,31.189456 , 上海市浦东新区人民医院 , 川环南路490号
121.528064,31.308544 , 长海医院 , 长海路168号
121.489451,31.253156 , 上海市第一人民医院 , 武进路85号
121.442947,31.216125 , 复旦大学附属华山医院 , 乌鲁木齐中路12号
121.467369,31.232083 , 上海长征医院 , 凤阳路415号
121.517798,31.273252 , 上海交通大学医学院附属新华医院 , 控江路1665号
121.448301,31.229754 , 上海市儿童医院 , 北京西路1400弄24号
121.467595,31.211811 , 上海交通大学医学院附属瑞金医院 , 瑞金二路197号
121.453841,31.197755 , 复旦大学附属中山医院(西院区) , 枫林路180号
121.469069,31.30594 , 上海复大医院 , 场中路658号
121.471649,31.2592 , 上海市中医医院 , 芷江中路274
121.486391,31.202407 , 上海交通大学医学院附属第九人民医院南院 , 制造局路639号
121.479295,31.222759 , 上海中医药大学附属曙光医院(西院) , 普安路185号
121.422504,31.178387 , 上海市第六人民医院 , 宜山路600号
121.530055,31.310126 , 东方肝胆外科医院 , 长海路225号
121.431327,31.266763 , 同济大学附属同济医院 , 新村路389号
121.394957,31.139163 , 复旦大学附属儿科医院 , 万源路399号(近顾戴路)
121.512288,31.237604 , 上海市东方医院 , 即墨路150号
121.530881,31.191595 , 上海交通大学医学院附属第九人民医院浦东分院 , 严镇路166号(近高科西路)
121.39483,31.174778 , 上海虹桥医院 , 虹梅路2181号
121.703419,31.189456 , 上海市浦东新区人民医院 , 川环南路490号
121.528064,31.308544 , 长海医院 , 长海路168号
121.489451,31.253156 , 上海市第一人民医院 , 武进路85号
121.498479,31.256327 , 长江医院(周家嘴路) , 周家嘴路515号
121.425929,31.197747 , 上海市胸科医院 , 淮海西路241
121.442156,31.169820 , 上海远大心胸医院 , 龙漕路218号
121.488811,31.234077 , 黄浦区中心医院 , 四川中路109号
121.464632,31.282548 , 上海华肤医院 , 广粤路95号
121.449831,31.230711 , 上海市静安区中心医院 , 西康路259号
121.250625,31.387545 , 嘉定区中医医院 , 博乐路222号
121.467460,30.919314 , 上海奉浦医院 , 南桥镇环城东路1148号(近新建东路)
121.453569,31.272109 , 上海市第十人民医院 , 延长中路301号
121.239455,31.387638 , 嘉定区中心医院 , 城北路1号
121.441151,31.245346 , 上海市普陀区人民医院 , 江宁路1291号
121.379456,31.177478 , 上海市闵行区中医医院 , 合川路3071号
121.436047,31.175487 , 上海仁爱医院 , 漕溪路133号
121.59392,31.186401 , 上海中医药大学附属曙光医院(东院) , 张衡路528号
121.450497,31.18799 , 上海中医药大学附属龙华医院 , 宛平南路725号
121.404159,31.241527 , 上海市普陀区中心医院 , 兰溪路164号
121.550633,31.27156 , 上海市杨浦区中心医院 , 腾越路450号
121.433283,31.167449 , 上海市第八人民医院 , 漕宝路8号
121.422597,31.20483 , 光华医院 , 新华路540号
121.458095,31.217164 , 徐汇区中心医院 , 淮海中路966
121.425285,31.278865 , 上海申江医院 , 沪太路1238号
121.220615,31.007175 , 上海市松江区中心医院(中山中路) , 中山中路748号(近华亭老街)
121.529964,31.274356 , 上海江城皮肤病医院 , 黄兴路286号
121.57818,31.342974 , 上海市第七人民医院 , 大同路358号
121.444820,31.315245 , 上海市皮肤病医院 , 保德路1278号
121.43183,31.214361 , 上海电力医院 , 延安西路937号
121.411437,31.216622 , 上海九龙男子医院 , 中山西路333号
121.444644,31.208937 , 上海博爱医院(淮海中路) , 淮海中路1590号
121.21991,31.024447 , 松江区妇幼保健院 , 西林北路1010号
121.387948,31.192648 , 武警上海市总队医院 , 虹许路831号
121.48424,31.261122 , 上海市第一人民医院分院 , 四川北路1878号
121.513697,31.204532 , 上海南浦妇科医院 , 浦东南路2250号
121.245925,31.275352 , 上海曹安医院 , 曹安公路4312号
121.484515,31.211873 , 上海阿波罗男子医院 , 陆家浜路1283号
121.461663,31.254203 , 上海市静安区闸北中心医院 , 中华新路619号
121.385542,31.26084 , 上海市普陀区利群医院 , 桃浦路910号
121.472501,31.218646 , 瑞金医院卢湾分院 , 重庆南路149号(近南昌路)
121.407247,31.197926 , 上海市血液中心 , 虹桥路1187-1191号
121.442119,31.090009 , 同康医院 , 双柏路888号
121.530880,31.239522 , 上海华美医疗美容医院 , 源深路155号1-4层
121.398022,31.256189 , 上海宏康医院 , 大渡河路1933号
121.322379,31.291595 , 上海市嘉定区南翔医院 , 南翔镇众仁路495号
121.368832,31.207691 , 上海西郊骨科医院 , 剑河路595号
121.393318,31.140610 , 闵行区妇幼保健院 , 顾戴路805号
121.550728,31.190362 , 上海安达医院 , 沪南路468号(近地铁7号线芳华路站)
121.473734,31.198565 , 黄浦区东南医院 , 瞿溪路1100号(近鲁班路)
121.116006,31.150083 , 青浦区中医医院 , 青安路95号(近青浦一中)
121.337454,30.727580 , 上海建国医院 , 石化卫清西路755号
121.16127,31.295777 , 嘉定区安亭医院 , 昌吉路204号
121.137486,31.155458 , 复旦大学附属中山医院青浦分院 , 公园东路1158号
121.442923,31.156646 , 上海沪申五官科医院 , 石龙路269号
121.470698,31.290781 , 上海天伦医院 , 凉城路545-555号
121.427913,31.200463 , 中国人民解放军第四五五医院 , 淮海西路338号
121.453615,31.218511 , 上海育宝医院 , 长乐路666号邮电医院2号楼
121.328579,30.757035 , 复旦大学附属金山医院 , 龙航路1508室(近卫零北路)
121.571173,31.264833 , 上海江东医院 , 金桥路300号
121.511315,31.257465 , 上海市中西医结合医院 , 保定路230号
121.537447,31.321064 , 上海市杨浦区市东医院 , 市光路999
121.44359,31.308207 , 上海市北医院 , 闻喜路1152号(近曲沃路)
121.508417,31.146573 , 上海徐浦中医医院 , 上南路4091号
121.116006,31.150083 , 青浦区中医医院 , 青安路95号(近青浦一中)
121.337454,30.727580 , 上海建国医院 , 石化卫清西路755号
121.466401,31.210370 , 上海交通大学医学院附属瑞金医院门诊部 , 瑞金二路197号
121.471494,31.259409 , 上海市中医医院中医针灸科 , 芷江中路274号上海市中医医院
121.16127,31.295777 , 嘉定区安亭医院 , 昌吉路204号
121.137486,31.155458 , 复旦大学附属中山医院青浦分院 , 公园东路1158号
